"Rule","Severity","File","Line","Message","Value"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4030","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4053","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4054","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4077","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4078","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4101","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4102","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4125","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4126","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4149","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4150","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4173","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4174","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4291","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4292","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4315","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4316","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4389","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4390","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4460","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4461","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4524","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4525","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4703","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0038-bounded-parallel-plugin-execution.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4784","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0039-database-concurrency-owned-by-transactions.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4902","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0040-openmeteo-relational-storage.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","4931","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0041-contextual-jul-for-concurrent-plugins.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","5838","Generated documents must retain this label as text but remove the .md hyperlink.","UNRESOLVED-TOOLCHAIN-AND-SPECIFICATION-GAPS-2026-07-26.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","5844","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/CURRENT-CODE-INVENTORY.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","5861","Generated documents must retain this label as text but remove the .md hyperlink.","DOCUMENTATION-GAP-ANALYSIS-2026-07-26.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","61","Generated documents must retain this label as text but remove the .md hyperlink.","01-introduction.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","62","Generated documents must retain this label as text but remove the .md hyperlink.","02-prerequisites-and-installation.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","63","Generated documents must retain this label as text but remove the .md hyperlink.","03-sql-server-setup.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","64","Generated documents must retain this label as text but remove the .md hyperlink.","04-configuration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","65","Generated documents must retain this label as text but remove the .md hyperlink.","05-command-line-use.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","66","Generated documents must retain this label as text but remove the .md hyperlink.","06-ofgem-price-cap-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","67","Generated documents must retain this label as text but remove the .md hyperlink.","07-openmeteo-weather-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","68","Generated documents must retain this label as text but remove the .md hyperlink.","08-octopus-energy-statements.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","69","Generated documents must retain this label as text but remove the .md hyperlink.","08-multiple-plugins-and-parallelism.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","70","Generated documents must retain this label as text but remove the .md hyperlink.","09-dry-runs.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","71","Generated documents must retain this label as text but remove the .md hyperlink.","10-logs-audit-and-troubleshooting.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","72","Generated documents must retain this label as text but remove the .md hyperlink.","11-maintenance-and-security.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","75","Generated documents must retain this label as text but remove the .md hyperlink.","../guides/quick-start.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","76","Generated documents must retain this label as text but remove the .md hyperlink.","../operations/operations-runbook.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","181","Generated documents must retain this label as text but remove the .md hyperlink.","03-sql-server-setup.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","240","Generated documents must retain this label as text but remove the .md hyperlink.","04-configuration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","241","Generated documents must retain this label as text but remove the .md hyperlink.","../guides/sql-server-bootstrap.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","445","Generated documents must retain this label as text but remove the .md hyperlink.","../reference/command-line-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-User-Guide.md","720","Generated documents must retain this label as text but remove the .md hyperlink.","../operations/backup-and-recovery.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","7","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","8","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/shared/introduction.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","9","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","10","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/001-project-vision.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","11","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/002-system-overview.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","12","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/003-high-level-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","13","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/004-package-structure.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","14","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/005-dependency-rules.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","15","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/006-layered-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","16","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/007-plugin-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","17","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/008-pipeline-engine.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","18","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/009-dataset-lifecycle.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","19","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/010-component-interactions.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","20","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/011-configuration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","21","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/012-logging.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","22","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/013-exception-strategy.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","23","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/014-database-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","24","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/015-future-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","25","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/016-download-and-parsing.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","26","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/017-security-and-credentials.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","27","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/018-testing-and-quality.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","28","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/019-database-persistence-and-pooling.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","29","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/020-ingestion-audit-and-provenance.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","30","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/021-ofgem-price-cap-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","31","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/022-deployment-and-environments.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","32","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/023-operational-failure-and-recovery.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","33","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/024-architecture-traceability.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","34","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/CURRENT-CODE-INVENTORY.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","35","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/database-concurrency.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","36","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/DOCUMENTATION-AUDIT.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","37","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/download-and-parsing.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","38","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/parallel-plugin-runtime.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","39","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/PHASE-2-WEB-FILE-INGESTION.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","40","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/architecture/PHASE-3-DATABASE-PERSISTENCE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","41","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/development/Build-CI-and-Release-Guide.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","42","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/development/dependency-management.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","43","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/development/Java-Quality-Guide.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","44","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/development/local-build-test-run.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","45","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/development/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","46","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/development/release-and-versioning.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","47","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/standards/coding-standard.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","48","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/standards/documentation-standard.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","49","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/standards/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","50","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/standards/security-standard.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","51","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/standards/testing-standard.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","52","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/adding-a-csv-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","53","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/adding-an-excel-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","54","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/adding-a-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","55","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/adding-html-link-discovery.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","56","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/configuring-api-credentials.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","57","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/database-configuration-and-security.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","58","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/database-troubleshooting.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","59","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/plugin-contract-migration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","60","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","61","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/running-and-testing.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","62","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/running-plugins.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","63","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/run-ofgem-price-cap-import.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","64","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/guides/sql-server-bootstrap.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","65","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/operations/backup-and-recovery.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","66","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/operations/logging-and-pool.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","67","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/operations/monitoring-and-diagnostics.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","68","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/operations/operations-runbook.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","69","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/operations/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","70","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/plugins/ofgem/data-model.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","71","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/plugins/ofgem/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","72","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/plugins/ofgem/workbook-mapping.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","73","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/plugins/openmeteo/MIGRATION-NOTES.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","74","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/plugins/openmeteo/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","75","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/plugins/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","76","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/command-line-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","77","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/configuration-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","78","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/csv-parsing.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","79","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/database-configuration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","80","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/database-schema-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","81","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/excel-parsing.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","82","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/html-link-discovery.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","83","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/ingestion-audit-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","84","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/ofgem-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","85","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/ofgem-plugin-configuration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","86","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/ofgem-price-cap-data-dictionary.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","87","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/openmeteo-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","88","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/openmeteo-schema.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","89","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/plugin-properties-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","90","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/plugin-registry-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","91","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","92","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/reference/supported-data-formats.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","93","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/roadmap/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","94","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/decisions/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","95","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/decisions/ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","96","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/decisions/ADR-REGISTER-ADDENDUM.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","97","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/decisions/ADR-0001-plugin-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","98","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/decisions/ADR-0002-apache-commons-cli.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","99","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/decisions/ADR-0003-java-util-logging.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\technical-document-inventory.md","100","Generated documents must retain this label as text but remove the .md hyperlink.","../../docs/decisions/ADR-0004-parameter-file-layering.md"
