"Rule","Severity","File","Line","Message","Value"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","74","Generated documents must retain this label as text but remove the .md hyperlink.","../guides/adding-an-excel-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","75","Generated documents must retain this label as text but remove the .md hyperlink.","../guides/adding-html-link-discovery.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","76","Generated documents must retain this label as text but remove the .md hyperlink.","../reference/plugin-api-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","77","Generated documents must retain this label as text but remove the .md hyperlink.","../reference/plugin-properties-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","78","Generated documents must retain this label as text but remove the .md hyperlink.","../templates/plugin-java/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","79","Generated documents must retain this label as text but remove the .md hyperlink.","../examples/example-plugin/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","83","Generated documents must retain this label as text but remove the .md hyperlink.","../standards/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","84","Generated documents must retain this label as text but remove the .md hyperlink.","../decisions/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","85","Generated documents must retain this label as text but remove the .md hyperlink.","../architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","461","Generated documents must retain this label as text but remove the .md hyperlink.","../release/Final-Release-Checklist.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","540","Generated documents must retain this label as text but remove the .md hyperlink.","coding-standard.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","541","Generated documents must retain this label as text but remove the .md hyperlink.","testing-standard.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","542","Generated documents must retain this label as text but remove the .md hyperlink.","documentation-standard.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","543","Generated documents must retain this label as text but remove the .md hyperlink.","security-standard.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","544","Generated documents must retain this label as text but remove the .md hyperlink.","plugin-package-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","1085","Generated documents must retain this label as text but remove the .md hyperlink.","../reference/shared-validation-and-jdbc-reference.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","1641","Generated documents must retain this label as text but remove the .md hyperlink.","../examples/example-plugin/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2246","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-REGISTER.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2270","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0001-plugin-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2271","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0002-apache-commons-cli.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2272","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0003-java-util-logging.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2273","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0004-parameter-file-layering.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2274","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0005-sql-server-persistence.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2275","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0006-package-info-documentation.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2276","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0007-modular-monolith.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2277","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0008-java-17-records-immutable-models.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2278","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0009-common-staged-etl-pipeline.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2279","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0010-constructor-injection-no-di-framework.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2280","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0011-jdk-http-client-downloads.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2281","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0012-plugin-properties-before-database-configuration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2282","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0013-plugin-manifest-and-registry.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2283","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0014-framework-metadata-and-plugin-business-tables.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2284","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0015-database-abstraction-sql-server-first.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2285","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0016-exception-hierarchy-and-boundary-translation.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2286","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0017-documentation-as-code.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2287","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0018-minimal-dependencies-standard-java-first.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2288","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0019-ofgem-reference-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2289","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0020-internal-scheduling-deferred.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2290","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0021-apache-commons-csv.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2291","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0021-configuration-resolution-and-validation.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2292","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0022-jsoup-html-link-discovery.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2293","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0022-cli-control-commands-and-exit-codes.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2294","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0023-apache-poi-excel.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2295","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0023-format-parser-adapters.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2296","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0024-credential-references-not-secrets.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2297","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0024-imap-email-attachment-source.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2298","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0025-database-plugin-configuration-json.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2299","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0025-octopus-email-bill-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2300","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0026-openmeteo-reference-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2301","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0026-transactional-octopus-record-persistence.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2302","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0027-idempotent-email-attachment-processing.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2303","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0028-openmeteo-historical-weather-plugin.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2304","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0029-web-file-discovery-and-tabular-parsing.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2305","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0030-managed-database-connection-pool.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2306","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0031-normalised-ofgem-price-cap-schema.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2307","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0032-explicit-jdbc-repositories.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2308","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0033-ordered-idempotent-sql-scripts.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2309","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0034-ingestion-audit-and-source-provenance.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2310","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0035-transactional-period-replacement.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2311","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0036-least-privilege-application-role.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2312","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0037-preserve-source-cell-lineage.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2313","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0038-bounded-parallel-plugin-execution.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2314","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0039-database-concurrency-owned-by-transactions.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2315","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0040-openmeteo-relational-storage.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2316","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0041-contextual-jul-for-concurrent-plugins.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2317","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0042-side-effect-free-dry-run.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2318","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0043-plugin-local-pipeline-packages.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2319","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0044-octopus-energy.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2320","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0045-documentation-delivery-baseline.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2321","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0046-manifest-driven-documentation-engine.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2322","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0047-database-backed-configuration-registration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2323","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0048-persistent-plugin-registry-and-cli-lifecycle.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2324","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0049-shared-validation-and-jdbc-execution.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2325","Generated documents must retain this label as text but remove the .md hyperlink.","ADR-0050-application-metadata-validation-and-utilities.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2336","Generated documents must retain this label as text but remove the .md hyperlink.","data-and-privacy-governance.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2337","Generated documents must retain this label as text but remove the .md hyperlink.","dependency-and-attribution-management.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2338","Generated documents must retain this label as text but remove the .md hyperlink.","release-compliance-checklist.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2339","Generated documents must retain this label as text but remove the .md hyperlink.","../Licensing-Policy.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2340","Generated documents must retain this label as text but remove the .md hyperlink.","../../SECURITY.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2341","Generated documents must retain this label as text but remove the .md hyperlink.","../../THIRD-PARTY-NOTICES.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2342","Generated documents must retain this label as text but remove the .md hyperlink.","../../DATA-SOURCE-NOTICES.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Developer-Guide.md","2527","Generated documents must retain this label as text but remove the .md hyperlink.","Release-Evidence-Index.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","28","Generated documents must retain this label as text but remove the .md hyperlink.","user-guide/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","29","Generated documents must retain this label as text but remove the .md hyperlink.","architecture/ARCHITECTURE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","30","Generated documents must retain this label as text but remove the .md hyperlink.","development/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","31","Generated documents must retain this label as text but remove the .md hyperlink.","standards/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","32","Generated documents must retain this label as text but remove the .md hyperlink.","operations/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","33","Generated documents must retain this label as text but remove the .md hyperlink.","decisions/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","34","Generated documents must retain this label as text but remove the .md hyperlink.","reference/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","35","Generated documents must retain this label as text but remove the .md hyperlink.","guides/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","36","Generated documents must retain this label as text but remove the .md hyperlink.","plugins/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","37","Generated documents must retain this label as text but remove the .md hyperlink.","templates/plugin-java/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","38","Generated documents must retain this label as text but remove the .md hyperlink.","roadmap/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","39","Generated documents must retain this label as text but remove the .md hyperlink.","diagrams/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","40","Generated documents must retain this label as text but remove the .md hyperlink.","review/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","44","Generated documents must retain this label as text but remove the .md hyperlink.","decisions/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","51","Generated documents must retain this label as text but remove the .md hyperlink.","review/DOCUMENTATION-GAP-ANALYSIS-2026-07-26.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","53","Generated documents must retain this label as text but remove the .md hyperlink.","review/UNRESOLVED-TOOLCHAIN-AND-SPECIFICATION-GAPS-2026-07-26.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","56","Generated documents must retain this label as text but remove the .md hyperlink.","Documentation-Standards.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","60","Generated documents must retain this label as text but remove the .md hyperlink.","../CONTRIBUTING.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","61","Generated documents must retain this label as text but remove the .md hyperlink.","../CODE_OF_CONDUCT.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","62","Generated documents must retain this label as text but remove the .md hyperlink.","../SECURITY.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","63","Generated documents must retain this label as text but remove the .md hyperlink.","../CHANGELOG.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","64","Generated documents must retain this label as text but remove the .md hyperlink.","../LICENSE.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","69","Generated documents must retain this label as text but remove the .md hyperlink.","Licensing-Policy.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","90","Generated documents must retain this label as text but remove the .md hyperlink.","001-project-vision.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","91","Generated documents must retain this label as text but remove the .md hyperlink.","002-system-overview.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","92","Generated documents must retain this label as text but remove the .md hyperlink.","003-high-level-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","93","Generated documents must retain this label as text but remove the .md hyperlink.","004-package-structure.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","94","Generated documents must retain this label as text but remove the .md hyperlink.","005-dependency-rules.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","95","Generated documents must retain this label as text but remove the .md hyperlink.","006-layered-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","96","Generated documents must retain this label as text but remove the .md hyperlink.","007-plugin-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","97","Generated documents must retain this label as text but remove the .md hyperlink.","008-pipeline-engine.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","98","Generated documents must retain this label as text but remove the .md hyperlink.","009-dataset-lifecycle.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","99","Generated documents must retain this label as text but remove the .md hyperlink.","010-component-interactions.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","100","Generated documents must retain this label as text but remove the .md hyperlink.","011-configuration.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","101","Generated documents must retain this label as text but remove the .md hyperlink.","012-logging.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","102","Generated documents must retain this label as text but remove the .md hyperlink.","013-exception-strategy.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","103","Generated documents must retain this label as text but remove the .md hyperlink.","014-database-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","104","Generated documents must retain this label as text but remove the .md hyperlink.","015-future-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","105","Generated documents must retain this label as text but remove the .md hyperlink.","016-download-and-parsing.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","106","Generated documents must retain this label as text but remove the .md hyperlink.","017-security-and-credentials.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","107","Generated documents must retain this label as text but remove the .md hyperlink.","018-testing-and-quality.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","108","Generated documents must retain this label as text but remove the .md hyperlink.","019-database-persistence-and-pooling.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","109","Generated documents must retain this label as text but remove the .md hyperlink.","020-ingestion-audit-and-provenance.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","110","Generated documents must retain this label as text but remove the .md hyperlink.","021-ofgem-price-cap-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","111","Generated documents must retain this label as text but remove the .md hyperlink.","022-deployment-and-environments.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","112","Generated documents must retain this label as text but remove the .md hyperlink.","023-operational-failure-and-recovery.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","113","Generated documents must retain this label as text but remove the .md hyperlink.","024-architecture-traceability.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","117","Generated documents must retain this label as text but remove the .md hyperlink.","../diagrams/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","119","Generated documents must retain this label as text but remove the .md hyperlink.","../review/DOCUMENTATION-GAP-ANALYSIS-2026-07-26.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","363","Generated documents must retain this label as text but remove the .md hyperlink.","../templates/plugin-java/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","597","Generated documents must retain this label as text but remove the .md hyperlink.","019-database-persistence-and-pooling.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","598","Generated documents must retain this label as text but remove the .md hyperlink.","017-security-and-credentials.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","1147","Generated documents must retain this label as text but remove the .md hyperlink.","../roadmap/README.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","1220","Generated documents must retain this label as text but remove the .md hyperlink.","../review/DOCUMENTATION-GAP-ANALYSIS-2026-07-26.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","1495","Generated documents must retain this label as text but remove the .md hyperlink.","../review/DOCUMENTATION-GAP-ANALYSIS-2026-07-26.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","1499","Generated documents must retain this label as text but remove the .md hyperlink.","014-database-architecture.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","1500","Generated documents must retain this label as text but remove the .md hyperlink.","019-database-persistence-and-pooling.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","1501","Generated documents must retain this label as text but remove the .md hyperlink.","020-ingestion-audit-and-provenance.md"
"MARKDOWN_LINK_IN_OUTPUT_SOURCE","Warning","docs\build\OpenData-Technical-Documentation.md","1502","Generated documents must retain this label as text but remove the .md hyperlink.","021-ofgem-price-cap-architecture.md"
